serie,T,modelo,t_create,t_optim,rmse_train,rmse_test,mape_train,mape_test
496,78,modelo 2,0.0034619,0.024454,1995.8431276734245,2888.9168033106866,74.3362083331623,43.43474749223465
496,78,modelo 3,0.0028263,0.5019074,114.5361741798515,2353.4430133139845,5.585730653869492,76.266295142556
497,202,modelo 2,0.0048827,0.6855083,24.92739982567135,1519.6705698539445,0.32873178034630635,21.344068172272877
497,202,modelo 3,0.0049789,252.2451663,34.72567745199785,997.0086451377292,0.4493410107252853,14.223779321483809
498,79,modelo 2,0.0038268,0.2229514,426.5202821511838,43187.120092183075,7.448651040990931,680.3328817957376
498,79,modelo 3,0.0032331,0.1366249,337.7955659855197,4092.439912891913,5.998437947758363,63.35791453709708
499,69,modelo 2,0.0035048,0.1662223,31.61033390550114,1472.6929327775247,1.084986593021068,66.85573826692628
499,69,modelo 3,0.0027604,0.1970832,30.963028499273907,1521.9036540948696,1.0603462819794884,69.76947941436639
500,82,modelo 2,0.0049689,0.4250311,807.6752502647664,1733.2893192054246,11.017662140039402,18.180086694320824
500,82,modelo 3,0.0033742,0.43524,202.50644232254172,2894.237771322054,2.799102425306656,30.938996382713253
501,256,modelo 2,0.0060038,1.2941746,14.586510726439423,190.59323082138607,0.8405149081945417,13.137864240782434
501,256,modelo 3,0.0056681,0.8305596,10.299482537999735,201.65401356976298,0.5732068012192423,13.942649492865064
502,289,modelo 2,0.0061795,1.9335425,9.991998569742147,205.57987634850568,0.3096109232141401,5.557240463573029
502,289,modelo 3,0.0055552,1.0531731,9.951491247993031,237.34619191953286,0.3075211451133214,6.423307886988165
503,200,modelo 2,0.0049888,212.6751625,6.017954822185464,338.572747713875,0.09113238097726606,3.6822923104094962
503,200,modelo 3,0.0045588,1.1933401,5.920256553009913,210.6746388084453,0.08957181074928952,2.215211107095343
504,184,modelo 2,0.0048857,0.5525055,46.395456554955736,368.84013860266026,0.5452511538545074,4.7899016073183445
504,184,modelo 3,0.0041765,0.9819971,46.358857756539855,389.9050197329726,0.5446069139872405,5.071552698268824
505,352,modelo 2,0.0063342,1.8150884,24.74790658105274,214.66931270215716,0.3015268440659749,1.9221498970655442
505,352,modelo 3,0.0057948,0.0989543,301.24671728070626,341.33232076705156,3.9837236059286645,2.9711634919871153
506,175,modelo 2,0.004938,0.8869108,10.257716897233045,269.88672766867455,0.6908122677042313,27.905466876591174
506,175,modelo 3,0.0038734,4.6775117,10.236129206825806,279.0834727680535,0.6878627995140888,28.933929833866763
507,69,modelo 2,0.0030235,0.3528338,417.72873635538235,7746.655906019094,8.742332526384361,342.71347636096783
507,69,modelo 3,0.0028175,0.0591658,1491.5435317253132,7269.225680156415,29.620517470713715,315.95139716270705
508,306,modelo 2,0.0064241,1.2024569,8.789064039291889,62.54919609587107,0.312544715534495,3.8002671827487218
508,306,modelo 3,0.0054096,1.3166953,6.246859298161926,76.98898669696725,0.21851378092115972,4.7808959261368935
509,319,modelo 2,0.0062241,0.8048244,10.062509128534757,239.95578738460122,0.6812904706727714,19.0533299665826
509,319,modelo 3,0.0057172,1.2014729,10.022076562661692,251.6690997673291,0.6775949202082597,19.994349889151746
510,233,modelo 2,0.0048766,0.8865457,88.20459137763977,1164.6934295718952,0.8472810086862808,10.595633742903782
510,233,modelo 3,0.0045562,0.8543008,63.55305721055417,812.4481233992345,0.6404321756496251,6.000668370078651
511,69,modelo 2,0.0028801,0.3963978,62.42434057708073,1260.6090253537916,1.9935049502674052,71.71788636540846
511,69,modelo 3,0.0026259,0.2516901,47.2177284448498,796.7231598153235,1.450851489572516,41.4942896728447
512,137,modelo 2,0.0033702,0.9344382,7.176225413753914,52.57880911146905,0.2166291219153254,0.7626677145489349
512,137,modelo 3,0.0035177,0.5877208,7.146354309148636,57.98231940569921,0.21171348197329154,0.8468703925354328
513,102,modelo 2,0.0046048,0.3008902,11.629732252323977,284.5676193096573,0.26887073020166335,7.539148170032897
513,102,modelo 3,0.0032386,0.4130249,11.612846317869318,248.40008645580826,0.26810356087962445,6.634922161637936
514,306,modelo 2,0.0062015,0.8024631,19.118386441620554,410.93609585555777,0.6470769486993172,13.960265146743728
514,306,modelo 3,0.0057782,1.1166196,19.07278159906015,389.2196299126721,0.644541565003028,13.216375988855644
515,161,modelo 2,0.0042042,1.1805785,55.67694993971508,366.0818283738583,1.5855511354444667,11.411229802380982
515,161,modelo 3,0.0041969,0.949092,55.47602964118912,382.9890355208192,1.568838867151351,12.427607130141647
516,82,modelo 2,0.0035023,0.4388895,5.433832893876604,17.76216501041959,0.1547872616965986,0.6682588759015597
516,82,modelo 3,0.0031607,0.32622,7.5732929832293525,13.087676523549474,0.21775996815861132,0.47961017576419523
517,306,modelo 2,0.005684,2.0389518,4.311498681742539,32.561974880980486,0.2578030467405016,2.33792753742868
517,306,modelo 3,0.0058004,2.231837,3.0582180929650553,37.0717388072144,0.17488199927351075,2.7012304696153313
518,237,modelo 2,0.0084306,0.0742654,5038.9413478214665,1775.4482291791942,50.97927148698459,24.163765085042243
518,237,modelo 3,0.0049296,0.7035994,1393.071772444208,6745.023377858335,9.532191328544643,111.66584301848339
519,69,modelo 2,0.0032278,0.2681434,17.02644620683601,153.51380347454977,0.5753288137495944,10.302541686458724
519,69,modelo 3,0.003167,0.2302318,16.85368001475332,153.67667713661857,0.5724378515664577,9.441024345126982
520,317,modelo 2,0.0060047,0.9459697,19.711188891593938,402.5604884415652,1.223531614821637,19.51868686993772
520,317,modelo 3,0.0056168,1.0887094,13.923961252631411,438.03366106198087,0.8722327478969224,21.619873962708425
521,432,modelo 2,0.0090692,1.4908735,17.841036302401626,42.20257231999122,0.7818618974034094,3.121092408914557
521,432,modelo 3,0.0070631,1.7135241,17.83392053113572,42.47525164011603,0.7814073147363475,3.138541864422467
522,306,modelo 2,0.0057887,2.7171489,3.0559019227011586,24.799209512125042,0.1851656040967027,1.8095029508585763
522,306,modelo 3,0.0054895,1.29892,3.0538968706871072,23.743353203780927,0.18448749318484256,1.730562203925881
523,186,modelo 2,0.0043128,0.7871868,496.4160600723319,59515.15214240445,11.805846946266335,1812.1857844368403
523,186,modelo 3,0.0048687,0.6711424,436.8394669503753,2098.7554046915943,7.206119879741518,83.55504652099364
524,259,modelo 2,0.005056,0.7004706,62.27434544695407,424.7095464591068,1.5607772282381878,14.403928145334572
524,259,modelo 3,0.0054824,0.8442293,62.162867418584455,715.0243327457185,1.548802243902415,24.684623137561562
525,306,modelo 2,0.0073143,3.027707,4.742334645860621,200.61614195228074,0.07922544497967704,2.9243210975051963
525,306,modelo 3,0.0058028,1.0299669,4.734345022770066,196.69540781762225,0.0787512986973231,2.8699451620677956
526,306,modelo 2,0.0062223,0.646498,24.516644341542143,32.82732259507159,0.3279777062038147,0.34627685996191093
526,306,modelo 3,0.0057232,0.7558483,24.479887543969486,32.61194073594683,0.32656382497647213,0.34392433742304485
527,330,modelo 2,0.0075247,1.755471,294.7113105528124,6834.767990136709,2.7622743845903,50.17889236518411
527,330,modelo 3,0.0057942,0.0837187,3168.2703613741346,9470.302209940646,31.05119752718381,79.89397277729161
528,154,modelo 2,0.0043241,1.1140019,167.27151280801797,8704.00062337227,1.8843535135262526,103.48255114643756
528,154,modelo 3,0.0035689,0.6553267,166.9842695540263,9893.355993896292,1.8711843171738045,117.79106268379094
529,306,modelo 2,0.006265,0.9609183,5.326520504634253,27.0709887112736,0.2668210805254555,1.7559221835940992
529,306,modelo 3,0.005531,1.3212323,3.7886055709840587,121.538530208399,0.18895550218032814,7.922113777285766
530,66,modelo 2,0.0025265,0.0773654,442.6373279837364,2288.6107485763628,22.11822832421791,426.48432522149875
530,66,modelo 3,0.0028597,0.3464227,151.40411863503542,4247.976974302445,8.019938905283661,734.3223721700681
531,82,modelo 2,0.003075,0.3595769,97.480765747092,2089.651325886778,2.411349654576933,43.65557959233298
531,82,modelo 3,0.0029661,0.1061475,375.673220060289,3778.6214349976153,9.03191084035234,82.18150071485528
532,175,modelo 2,0.0048774,1.6064875,229.2070598856767,7547.656468625169,7.6161611571198895,69.0598333453465
532,175,modelo 3,0.0040332,0.7569683,229.23486385416632,6645.483049049396,7.292714650580065,60.39555131338151
533,519,modelo 2,0.0095816,1.9101562,40.068783940009084,323.005861251123,0.29215701316581927,1.7464678375043563
533,519,modelo 3,0.00852,2.2052171,39.99548981075858,265.60349213317267,0.29090824428266215,1.5598173444814365
534,334,modelo 2,0.0063212,1.5508659,60.873376293458406,507.14557571845046,1.5108375891907353,10.159237601395914
534,334,modelo 3,0.0059441,1.059454,61.05348255227557,1793.5258094299645,1.5141407070861488,38.14516164217239
535,256,modelo 2,0.0056038,0.1080059,905.5437620749684,911.86247241572,15.320587058183536,13.12827387637945
535,256,modelo 3,0.0056107,0.8882832,124.46672441160493,729.4075671305611,2.040306302219302,10.149152678130264
536,242,modelo 2,0.0051045,0.6872692,10.49238495327214,212.07575067061174,0.7152577913841147,16.591122486738502
536,242,modelo 3,0.0049956,1.8449811,10.354803576731697,158.91318033321738,0.7053044736057521,12.423592693698044
537,237,modelo 2,0.0053872,0.847064,118.82601569403003,49.5554601005287,3.593302793790302,1.5558226584486226
537,237,modelo 3,0.0054702,0.8414131,118.81962913071634,49.538043354484344,3.5755072065017477,1.5556871145895506
538,69,modelo 2,0.0029081,0.0959841,105.21860624510751,769.3319362857691,1.4366793354252185,17.85699269880511
538,69,modelo 3,0.0025405,0.1465342,104.64377970582746,1626.3431425024949,1.4225044173155108,53.908907903279534
539,306,modelo 2,0.0056137,1.016531,25.453026272370597,1128.8683369576377,0.47717239168444303,20.183234989112407
539,306,modelo 3,0.0349739,1.3146988,18.425057387223745,857.631907592864,0.35109269334979676,15.23677006952632
540,220,modelo 2,0.0046546,0.7563976,27.954308769146827,181.78738073689516,0.26283858154703216,1.3894656743370704
540,220,modelo 3,0.0043798,0.7931236,21.59458755810916,308.06199361859063,0.19446381220292944,2.1364130334904647
541,294,modelo 2,0.0056981,1.4346186,98.04763861456152,753.0675629350743,10.380647580552289,29.985744832857698
541,294,modelo 3,0.0058635,1.0274781,97.76783242496829,379.41254399783355,9.952568698222251,21.515310943034844
542,69,modelo 2,0.0027637,1.0171718,250.59559715585536,933.892158460668,2.013847925484987,12.050645727142001
542,69,modelo 3,0.003019,0.4015843,251.7880174660453,3245.5007422081744,2.054244095151402,44.605229539485045
543,150,modelo 2,0.0040154,0.9534838,60.787660074689896,1428.3111987018392,0.7389433025353825,14.153868161221169
543,150,modelo 3,0.0035922,0.521734,59.93264815959466,1221.4657370563755,0.7190570225738672,12.107960546714843
544,175,modelo 2,0.0043167,0.0775122,3621.8233632068964,3698.368708974433,43.06848458410134,83.60899817971801
544,175,modelo 3,0.003929,0.2971218,771.0913715551843,213131.4078606282,7.63444889451287,4099.061316458571
545,282,modelo 2,0.0055155,0.7117755,12.507646550093876,50.60750402940773,0.4023735857806601,1.7634925690862169
545,282,modelo 3,0.0051536,1.2971315,2.761459920960627,33.724676754703374,0.08890319546058159,1.1324230595486626
546,114,modelo 2,0.003586,0.555667,27.19587990802915,390.1361454842687,0.8567901912622305,8.268104894890074
546,114,modelo 3,0.0039665,0.4061452,19.459239668105763,528.7875200501676,0.5565614148392999,11.648327463206174
547,271,modelo 2,0.006123,1.3869828,18.032244606941273,229.67877466547594,0.4969279288915474,4.259945292537671
547,271,modelo 3,0.0056352,1.0869433,24.316650887436,504.5369586702267,0.6869242637900307,9.917498738994231
548,69,modelo 2,0.0035247,0.2945587,168.33598817247284,1180.1458914862467,1.6314832525990772,18.00031170428032
548,69,modelo 3,0.0025846,0.0182154,3752.768310312877,5387.6276264640865,33.1748693980552,91.27142105423425
549,232,modelo 2,0.0047783,0.9727675,24.106897983233004,303.2249536643822,0.2562977517782097,2.4178138319474334
549,232,modelo 3,0.0048556,1.1718291,24.11632401946421,276.9322434150653,0.2535744649463178,2.2486936952167897
550,213,modelo 2,0.0043894,0.6884374,46.982579502192024,260.76592995658785,1.0341599460135111,9.933457713565435
550,213,modelo 3,0.0050294,0.9426969,46.86661338417742,136.5025969438041,1.0330378473121504,5.10557326207505
551,306,modelo 2,0.0060504,1.0868867,7.041916558045746,64.23648055429346,0.21515566308621115,1.8055719479460572
551,306,modelo 3,0.0056923,1.4420899,5.154137466865675,56.771674887296186,0.15662307162526026,1.533098229179677
552,450,modelo 2,0.0092315,1.8824959,12.994759545151977,119.11140379177631,0.18558326176929982,1.4571982664467822
552,450,modelo 3,0.0071349,6.1572441,12.994077669275633,120.22070498631042,0.18545504343705285,1.4769905144264224
553,77,modelo 2,0.002678,0.7116758,433.22554836936007,58194.964651024166,14.599525426584318,175.08431721806983
553,77,modelo 3,0.0030264,0.3416437,298.9857106944458,8622.933448029708,6.5620497389353325,28.379267694948457
554,257,modelo 2,0.0051696,1.1127838,47.405423206452795,427.52313017586107,0.6385740505320943,9.891788506024325
554,257,modelo 3,0.0048398,1.1577165,47.37286591201135,519.6688699910084,0.6392651587801335,12.525363974997653
555,239,modelo 2,0.005223,1.0145912,97.72934424300969,4226.836465871687,3.6156860720520405,92.99068212653471
555,239,modelo 3,0.0046571,0.8084746,97.75803350030834,2156.195741481869,3.608922151918374,50.14369096674781
556,75,modelo 2,0.0030533,0.4066167,89.57426276861983,2514.1802991264017,2.74924072596265,91.09681709971886
556,75,modelo 3,0.0028892,0.1771216,89.19521929647479,2590.158652143783,2.73177508751399,96.071453803262
557,191,modelo 2,0.0056853,0.1246779,924.7106403162171,905.0989970979186,16.561447864225016,11.690450833736504
557,191,modelo 3,0.0042856,0.6154033,148.88507937912138,2280.0508632686315,2.2266038417409706,24.739444256005417
558,234,modelo 2,0.0050516,0.6472414,27.18678237866366,890.0195839270741,0.2441666101382975,8.41076507074762
558,234,modelo 3,0.0052051,0.7524834,21.286569052925543,805.090654560293,0.20050343509070154,7.635538544143827
559,69,modelo 2,0.0034491,0.4079854,42.09076952811828,988.1673408561713,0.6070062811801215,34.05058386083052
559,69,modelo 3,0.0030365,0.2429856,38.269399966306636,681.9718153662145,0.5590811790748468,22.506433172482275
560,82,modelo 2,0.003879,0.9119881,105.29812963518388,320.11491179945295,1.712951419017323,5.954162794995781
560,82,modelo 3,0.0032595,0.4524792,74.1749175438514,312.499372713171,1.1913464481367835,5.922211472575864
561,306,modelo 2,0.0060276,2.0167456,1.1037997803945685,14.597645102777514,0.07149532578702464,1.2944789531070264
561,306,modelo 3,0.0060338,1.1144429,5.406578386038453,9.849561138929316,0.35633603644614537,0.9052719027892099
562,158,modelo 2,0.0050231,0.4101382,48.438336280361874,1640.9298484431185,1.7025200718134699,58.85441060696181
562,158,modelo 3,0.00404,0.6899566,67.76848322664095,1035.2223320987573,2.3449384040542833,37.145588007890176
563,191,modelo 2,0.0055201,0.8518007,6.362639037596164,220.4794859053854,0.14059440116203636,4.232947633186021
563,191,modelo 3,0.0043693,0.8266666,4.714529716090294,237.72838890874152,0.10670319851126137,4.673323519355472
564,213,modelo 2,0.0047894,0.6912647,18.545105976503443,42.41514685739817,0.8403862983741699,1.7950943623490145
564,213,modelo 3,0.005168,1.3125712,13.632919830303802,94.31355007027973,0.5906736128371362,3.957951754061951
565,317,modelo 2,0.0062531,1.290555,44.07190547293342,753.0092977930032,2.1752129063728916,20.362313701217225
565,317,modelo 3,0.0054269,1.4166366,44.06586486440368,751.1862325440185,2.156866598781982,20.31165092317663
566,234,modelo 2,0.0047209,0.9228851,35.465974006085574,161.14462502796545,0.35929975729847763,1.3275021321315539
566,234,modelo 3,0.0051503,0.8081553,25.524057719714936,255.50079978803296,0.2583286322152145,2.028291131176191
567,289,modelo 2,0.006065,1.147069,5.8040731703769906,59.941064730536,0.08296233013686555,0.842432964324207
567,289,modelo 3,0.0058692,1.9261493,4.037050975103276,134.75476542925438,0.05752730086610183,1.9210637490043776
568,237,modelo 2,0.0049923,0.9923121,72.23030796305702,1289.2750236142085,1.1412027769408957,13.891172482388411
568,237,modelo 3,0.0047511,1.1882345,100.14808426858505,1031.1388509223734,1.6202497313661985,10.254656728449579
569,306,modelo 2,0.0075421,0.8364107,72.40774263789335,1134.4312021794615,0.822873064673926,16.593927615288006
569,306,modelo 3,0.0058277,1.6911492,101.2498069405738,2446.499898284025,1.2061656470282114,34.12019406078006
570,234,modelo 2,0.0057406,1.6250442,81.86881044233387,560.6034485988849,0.8611156211133308,3.9558905187371645
570,234,modelo 3,0.0045956,0.84508,81.86430552663546,560.3505815717705,0.8601829346066927,3.953793086681951
571,193,modelo 2,0.0047874,1.1847175,86.24797600045045,4598.201890045198,0.9120407343873868,24.006459178504123
571,193,modelo 3,0.0040249,0.9484993,86.22953120660519,4652.904205100383,0.9066447262388178,24.29263110057029
572,69,modelo 2,0.0029228,0.2304687,13.67394983054008,90.2388122021268,0.540526716319904,7.696217762975064
572,69,modelo 3,0.0027263,0.199418,13.528786398656523,131.85427564163822,0.5205784795131341,11.374579920766587
573,67,modelo 2,0.0025871,0.0661979,3181.4074879239247,7318.839678030518,32.45755273260047,106.5112478697858
573,67,modelo 3,0.0028263,0.1119128,1102.60005570903,10039.754786932297,10.864910851217974,121.56237446370659
574,306,modelo 2,0.0065919,0.6927366,14.448409012714679,18.759245040612157,0.4382031723745242,0.46951404450474193
574,306,modelo 3,0.0060428,1.2129012,4.418327998392,16.715978983473555,0.14408572329701128,0.5108291911159766
575,126,modelo 2,0.0039367,0.3721575,15.673361821089992,135.65348134226429,0.2912443737347431,2.8561229982850254
575,126,modelo 3,0.00345,0.5456411,15.651262034813008,113.93573616816053,0.29008499563315027,2.5545476908208316
576,163,modelo 2,0.0035185,0.633638,6.701190003791844,558.5808373850399,0.5486704208217917,31.118006877313608
576,163,modelo 3,0.004233,0.7177262,6.702663316824347,540.3160992964637,0.5525786106192853,30.115894279237036
577,235,modelo 2,0.0051843,1.1705198,8.828780524372627,22.42052492297239,0.5956814870532481,1.5015445459052292
577,235,modelo 3,0.0046158,0.7920192,8.82874311710681,22.405360861100473,0.5955598104394307,1.5005149303172822
578,82,modelo 2,0.0047805,0.3964264,268.6031324781262,6230.637678338108,4.006231114565549,127.11372515507287
578,82,modelo 3,0.002918,0.2992155,268.0671012930608,7379.800462340869,3.9857485906362573,150.57629004841766
579,306,modelo 2,0.0057598,1.1654926,7.499513548032515,156.2562542750782,0.26321327517168236,5.22255356757875
579,306,modelo 3,0.0059731,95.2407949,7.49788285706513,156.34523997521794,0.2626237103248349,5.225039915324694
580,306,modelo 2,0.0059739,1.1496321,6.781087682123185,51.00487802492467,0.24668406405018956,1.654745627878237
580,306,modelo 3,0.0054935,0.9716314,4.833009445946852,25.48474634565059,0.17214131399257676,0.7341745818418153
581,306,modelo 2,0.0060818,0.5687641,23.056314686710827,136.35611281711698,0.5467559231752568,2.9855002626070326
581,306,modelo 3,0.0054963,2.1643722,4.939133952419821,108.39369629056606,0.11907612632435034,2.333162102026499
582,69,modelo 2,0.003461,0.246172,13.67925737695175,666.7677167740828,0.6300223010816454,69.9642576341732
582,69,modelo 3,0.0037494,0.1479942,13.543164537022268,659.6286291576279,0.6199319081885756,69.31695810170368
583,222,modelo 2,0.0047203,0.5526986,5.2362534763817745,27.555693762954512,0.3493653114584618,1.8382563483107086
583,222,modelo 3,0.0049013,0.8196059,1.2589212257868803,14.117498373471857,0.08275742404974241,0.8617246428354921
584,68,modelo 2,0.0026382,0.1842955,636.6750581280904,117220.32044071709,22.01827884200555,2538.0625561435395
584,68,modelo 3,0.0027153,0.0245168,1334.522044460886,1899.7505871935025,46.06313744278412,52.60624420705763
585,474,modelo 2,0.0089615,268.3343836,6.199135809827779,288.87786657371413,0.10826915270440954,1.0019299216184614
585,474,modelo 3,0.0108471,1.7118428,6.198718119861427,292.5747454798222,0.10698959042787391,1.0147159121470757
586,234,modelo 2,0.0056927,192.3572524,16.854992829368328,177.37661161545762,0.12084190937634207,1.5199347920831972
586,234,modelo 3,0.0051291,0.6700356,16.845314854203004,181.04435217303924,0.1204633500728333,1.5523014605444994
587,822,modelo 2,0.0161752,2.8736791,6.456271442271437,125.0036222094701,0.4203286151188041,4.921116754583907
587,822,modelo 3,0.0125508,281.1242907,8.161273333032856,143.45598638453293,0.542033204860799,5.4933048403574745
588,330,modelo 2,0.006357,2.1528219,130.36424224462726,11387.874168935929,6.019928169643143,333.7030440467913
588,330,modelo 3,0.0057818,1.1604367,130.2214173626379,10646.451275539584,6.122583772837789,312.87845895852803
589,183,modelo 2,0.0048829,0.967479,58.77453559450936,760.5987870693418,1.7129317175569692,18.448039385910405
589,183,modelo 3,0.0043818,0.741233,57.42009030961409,333.16973572964474,1.6679465654887977,7.788331950816181
590,234,modelo 2,0.0051939,0.485689,11.41786656373235,11.755847766921828,0.8611603410520962,0.9898198471772593
590,234,modelo 3,0.0047599,0.5524917,3.811568250957531,10.471052085378926,0.24376289910421353,0.861134357522291
591,306,modelo 2,0.0062135,0.9305871,9.94617328812334,95.60546927107568,0.4151783462499375,4.667746098046299
591,306,modelo 3,0.0058146,1.1268882,9.941826924028833,131.16111790150765,0.41376602506196974,6.488799034589059
592,306,modelo 2,0.0060962,1.1148555,4.814037291882559,69.87377831340858,0.24889992110603004,2.6495019031358162
592,306,modelo 3,0.0058982,10.939904,6.605112492530479,64.65451372381426,0.34519377324057166,2.471648336643641
593,69,modelo 2,0.0033132,0.24151,10.45039910257718,427.4372083055324,0.6460472733530666,51.067094502270635
593,69,modelo 3,0.0031515,0.2305294,12.240673047262788,317.0683127316947,0.8121480211476727,37.554045718021015
594,206,modelo 2,0.0048426,0.9829914,38.624061497151374,310.7805132790743,0.876972376789791,4.2744365361305245
594,206,modelo 3,0.0044715,94.7106142,27.286341923809157,283.9767964043222,0.6500192200033773,4.055791977038672
595,232,modelo 2,0.0053614,0.7523807,21.37333255043373,869.9729892973079,0.17669922228275295,7.792063086618045
595,232,modelo 3,0.0046518,0.6232514,21.363593387175897,1109.5997581077684,0.17641065113779444,9.910738328606012
596,174,modelo 2,0.0041041,1.1315673,16.55869084083049,621.4071325823033,0.18494995494443325,8.508405083500408
596,174,modelo 3,0.0038176,1.1917955,16.525950007133336,571.0214255939436,0.18371219499388008,7.883348008792022
597,306,modelo 2,0.0058401,1.4872282,29.822565580421713,334.0813928487369,0.44136011686106436,5.866048568760324
597,306,modelo 3,0.0059662,1.5111199,29.661066548872657,325.68039564255605,0.43633963913220547,5.7198600156822
598,352,modelo 2,0.006711,1.6706389,83.05986623498315,3204.585988820819,1.8899017281581603,86.1071238389317
598,352,modelo 3,0.0089802,1.795769,82.94271336574009,3227.48861990362,1.8843157120389011,86.23105354782834
599,70,modelo 2,0.0030526,0.2448897,4.9727076223647195,213.72178761309948,0.3229526559143339,6.697825892362241
599,70,modelo 3,0.0029215,0.2475316,4.94873133635156,212.39997792495635,0.313477563010881,6.640136319774174
600,270,modelo 2,0.0050659,0.3531783,514.4269966730508,1002.6741242371837,18.908472125204053,24.15719661679296
600,270,modelo 3,0.0054662,1.2194731,143.94349955320752,3789.3228391337875,5.096641912898507,99.8023741005025
601,290,modelo 2,0.0059063,0.8896049,129.47109658606936,761.0797508696041,1.5336024257642142,10.107562193592013
601,290,modelo 3,0.0055125,1.3271345,129.4046996546929,1190.943075300039,1.5281974051659235,16.018568712605806
602,184,modelo 2,0.0045465,0.9167492,35.894778459546224,1577.9124650017977,0.8731289334522347,37.5627658561413
602,184,modelo 3,0.0040995,0.8347088,35.89350150107287,1511.0524000967164,0.8741515750486637,35.96095245051395
603,306,modelo 2,0.0065752,0.9283176,38.406625058505085,252.30558933945056,1.0225189422183667,4.896876658003156
603,306,modelo 3,0.0057444,1.1445813,38.35682874976083,254.3054907407121,1.0195898509572339,4.935553397279682
604,355,modelo 2,0.0062245,0.7747615,58.76603038824673,135.38602528450335,3.39147760375406,4.482597295793914
604,355,modelo 3,0.0064212,0.98507,12.786493655249817,270.57773377495243,0.7404362445393372,8.90429161843212
605,69,modelo 2,0.0031386,111.7224518,511.41088497166896,1498.2003869362504,8.351888257055867,52.43427006252599
605,69,modelo 3,0.0031001,0.1924188,60.53857241259289,3194.814142394979,0.8871741124772665,147.78149570895243
606,317,modelo 2,0.0084258,2.6485677,164.30269268398314,119.22333591299618,5.921309859942026,22.842893545916183
606,317,modelo 3,0.0054047,2.0343808,115.525402897775,145.99575996056848,4.192208151289502,36.34461311938482
607,187,modelo 2,0.0043731,0.5692388,15.391347400050558,130.67028207746756,0.12939119793258377,1.1721800859795652
607,187,modelo 3,0.0041269,0.8068969,15.379701732344286,130.47289758281502,0.12928411296625303,1.1698255221194478
608,133,modelo 2,0.0039068,0.3083812,397.895390912464,1437.3860514598791,12.378464073822883,4.092463463251351
608,133,modelo 3,0.0036432,0.0962866,871.9778034796153,2027.9563078866647,17.294110958284666,5.922873288447327
609,82,modelo 2,0.0031316,0.0259426,1146.1290087422276,1600.323885054792,14.2529824319232,19.216564340801945
609,82,modelo 3,0.0029284,0.2904401,239.06485456080318,4724.8731623709045,3.149886957902744,55.080664333293704
610,306,modelo 2,0.0352206,0.1971323,930.0191316282214,1154.2164226912046,44.91044990009763,59.969898489389784
610,306,modelo 3,0.005444,1.0729604,208.4605335045002,3521.7416555961677,9.82812537401635,174.5871261020607
611,306,modelo 2,0.006146,0.8709593,17.62817960128002,627.7327196571002,0.18345130720943342,6.663057580741796
611,306,modelo 3,0.005472,1.2410602,17.621902347261585,632.3503489183774,0.18329566020250748,6.716368181901107
612,350,modelo 2,0.0283056,0.5703977,20.704058517313545,88.39409521816171,1.0851574823757357,3.3198231679627668
612,350,modelo 3,0.0066481,3.1340918,20.703854855838532,88.49876923223096,1.0849965719135737,3.3227779561315876
613,159,modelo 2,0.0043437,0.8262027,100.44996066985327,1987.664554119785,1.1689143738254195,21.622294915680136
613,159,modelo 3,0.0364058,0.4866113,100.32611158813636,1781.3270973207648,1.1651351992647314,19.1393445480761
614,330,modelo 2,0.0090848,3.2905915,1183.782761211746,568.2242002547008,27.105443510918548,26.08868520719392
614,330,modelo 3,0.0062985,1.3654536,334.62314716449515,1343.4280272763583,7.104935296337926,56.437388565502424
615,168,modelo 2,0.0053033,0.3921502,647.3985454769658,55125.82761246833,7.639265998211263,505.6284989503311
615,168,modelo 3,0.0041062,0.2876098,697.3656268053758,51493.4300808359,8.947552043552623,467.04062809969173
616,330,modelo 2,0.0064458,1.6374405,208.8880663305024,2587.5607889928788,2.003445730381497,32.836843425838104
616,330,modelo 3,0.0057402,1.8788223,234.91227787160676,16462.46994995415,2.477469904233862,180.13575345958571
617,330,modelo 2,0.0083788,1.5149089,102.4698072251451,1008.8677496429119,3.42654281740806,56.18549207338707
617,330,modelo 3,0.0064939,0.1559791,893.3448988711125,3636.5836809331004,43.72369900893368,257.75782613549245
618,432,modelo 2,0.0091208,1.4255442,18.87875265151727,711.5436411311524,0.29518562091745804,9.672680156337776
618,432,modelo 3,0.0074489,1.9900308,18.816631959313266,546.4012648902936,0.29286097643042175,7.417578824915445
619,306,modelo 2,0.0061314,1.1699299,27.81951247140243,671.5282419437603,0.2364083217517826,6.287543855077569
619,306,modelo 3,0.0057114,0.9529037,19.680710066913843,716.2235078271466,0.16137111595123657,6.704359928703339
620,542,modelo 2,0.0100322,1.7118649,32.672217723483115,291.03295238480416,2.262317380944857,12.233910384318394
620,542,modelo 3,0.008378,0.2446371,185.31586860344106,126.80820384051404,12.908839663810193,4.991352540614874
621,306,modelo 2,0.0065743,0.756206,40.91862926810326,117.63939415528422,0.3837836849250843,0.8418972181486791
621,306,modelo 3,0.0054886,0.9283999,40.87142292308122,130.72969930123273,0.3811310143991557,0.9426482064950259
622,224,modelo 2,0.0048143,0.7876021,14.085849446728382,139.51433443650444,0.14992797125307697,1.7769580318242926
622,224,modelo 3,0.0047919,0.879257,14.18564350069916,44.69397232979873,0.1526388994854294,0.48854644390607893
