serie,T,model,t create,t optim,rmse train,rmse test,mase test,status
1,170,model1,-1,0.9768266,168524.6168915808,65067.9059754864,0.7608900687345497,LOCALLY_SOLVED
2,170,model1,-1,0.56865,462269.66728551633,1.465990599940751e6,3.886575297847396,LOCALLY_SOLVED
3,170,model1,-1,0.7382755,80174.06166100172,235423.2671405951,1.4994084761890614,LOCALLY_SOLVED
4,170,model1,-1,0.7559279,4.541078500788856,88.64655063568304,0.23582717991201846,LOCALLY_SOLVED
5,170,model1,-1,1.6472937,3376.576660397418,912.3054251680634,1.0232827317282305,LOCALLY_SOLVED
6,170,model1,-1,0.3977652,2461.121767495051,2247.889474174115,0.7160905231312691,LOCALLY_SOLVED
7,170,model1,-1,0.2543011,2.469807225485139e6,5.331584960761736e6,1.5041530107804202,LOCALLY_SOLVED
8,170,model1,-1,0.7407587,94.72424076737934,100.9437462574431,1.0982575269855652,LOCALLY_SOLVED
9,170,model1,-1,0.7853425,837.3910184917062,3998.0553565626215,1.241667273995807,LOCALLY_SOLVED
10,170,model1,-1,0.586613,72.02602536493116,58.18140234665635,0.03034845026436946,LOCALLY_SOLVED
11,170,model1,-1,0.2594636,274082.23527499003,304596.8972875522,0.7894284946721936,LOCALLY_SOLVED
12,170,model1,-1,0.9738699,16.535246522602858,53.44820925857204,0.022602101416436482,LOCALLY_SOLVED
13,170,model1,-1,0.690035,57.75904470280148,179.99712340911378,0.28796002672025056,LOCALLY_SOLVED
14,170,model1,-1,0.7725352,27.959517244876498,39.72258380714649,0.20631656737320475,LOCALLY_SOLVED
15,170,model1,-1,0.5893292,22.067456313423865,73.03059582446201,0.03847778976368456,LOCALLY_SOLVED
16,170,model1,-1,0.3163329,6.104539112193695e6,7.972916159895042e6,1.923111545261609,LOCALLY_SOLVED
17,170,model1,-1,0.1458078,9206.611264384028,11525.953801020753,1.6562737690204261,LOCALLY_SOLVED
18,170,model1,-1,0.2809545,83780.68962796016,163335.97742721435,2.4299101300162684,LOCALLY_SOLVED
19,170,model1,-1,0.4865154,9.313435162068222e6,2.182476500535703e6,3.2322364703053585,LOCALLY_SOLVED
20,170,model1,-1,0.7654628,170.65874453062276,379.24140111794594,0.3389577939877465,LOCALLY_SOLVED
21,170,model1,-1,0.4711586,39551.17209262831,63541.234868469604,1.720839446777462,LOCALLY_SOLVED
22,170,model1,-1,17.8111969,0.5327096845117917,2.6286894580071847,0.0024899027357778683,LOCALLY_SOLVED
23,170,model1,-1,0.6111719,22.34387638724561,42.384658905176664,0.030041897777710342,LOCALLY_SOLVED
24,170,model1,-1,0.7713756,4.541078500788856,88.64655063568304,0.23582717991201846,LOCALLY_SOLVED
25,170,model1,-1,0.5473412,22.067456313423865,73.03059582446201,0.03847778976368456,LOCALLY_SOLVED
26,170,model1,-1,0.4788053,9.313435162068222e6,2.182476500535703e6,3.2322364703053585,LOCALLY_SOLVED
27,170,model1,-1,0.5977503,5793.228909106249,9161.083489911118,1.2539351431743844,LOCALLY_SOLVED
28,170,model1,-1,0.3134464,72.4174098370663,101.06221801155444,0.4176821878571341,LOCALLY_SOLVED
29,170,model1,-1,0.695912,80174.06166100172,235423.2671405951,1.4994084761890614,LOCALLY_SOLVED
30,170,model1,-1,0.6028583,40.167743698812885,40.076846845361345,0.013287411890707009,LOCALLY_SOLVED
31,170,model1,-1,0.7519896,199.38011499021002,400.69679782394195,0.30484463327984995,LOCALLY_SOLVED
32,170,model1,-1,0.7715107,363.6229656182157,1598.8153651027046,0.9942638699378491,LOCALLY_SOLVED
33,170,model1,-1,0.7406403,4.541078500788856,88.64655063568304,0.23582717991201846,LOCALLY_SOLVED
34,170,model1,-1,2.3050074,1319.9145994756334,9456.767972848867,3.705409999670534,LOCALLY_SOLVED
35,170,model1,-1,0.6779752,0.009758657389332355,6.412291389096591,0.005690741906724587,LOCALLY_SOLVED
36,170,model1,-1,0.397424,2461.121767495051,2247.889474174115,0.7160905231312691,LOCALLY_SOLVED
37,170,model1,-1,0.9003172,16.535246522602858,53.44820925857204,0.022602101416436482,LOCALLY_SOLVED
38,170,model1,-1,0.5268489,22.067456313423865,73.03059582446201,0.03847778976368456,LOCALLY_SOLVED
39,170,model1,-1,0.7366347,94.72424076737934,100.9437462574431,1.0982575269855652,LOCALLY_SOLVED
40,170,model1,-1,32.3645833,31.844562976723722,8.006378073207651,0.005551856013304851,LOCALLY_SOLVED
41,170,model1,-1,22.3730125,635.8877759283454,12.310539277248635,0.007589353019175128,LOCALLY_SOLVED
42,170,model1,-1,0.8086039,1016.5811320079416,975.8499548672805,0.7060557851616186,LOCALLY_SOLVED
43,170,model1,-1,0.6653735,76.60460705503348,152.10451104950377,0.13649034559739004,LOCALLY_SOLVED
44,170,model1,-1,1.6756111,425.22304343421496,1389.8409533877505,0.5533706931119636,LOCALLY_SOLVED
45,170,model1,-1,0.4986652,462269.66728551633,1.465990599940751e6,3.886575297847396,LOCALLY_SOLVED
46,170,model1,-1,0.5717705,22.34387638724561,42.384658905176664,0.030041897777710342,LOCALLY_SOLVED
47,170,model1,-1,0.0826087,2.9865138534648736e-6,1.6521399266068155e8,6.000566490583611,NORM_LIMIT
48,170,model1,-1,10.4569516,11.104046062352745,194.47369241723985,1.0598638754371565,LOCALLY_SOLVED
49,170,model1,-1,16.9679762,0.5327096845117917,2.6286894580071847,0.0024899027357778683,LOCALLY_SOLVED
50,170,model1,-1,0.6231279,295561.3968787875,207775.335344751,1.2277048251401903,LOCALLY_SOLVED
51,170,model1,-1,0.3947185,238.66492471309002,484.1308153968483,2.219109894396926,LOCALLY_SOLVED
52,170,model1,-1,7.4190051,0.01083948400463785,4.425115890436734,0.008533927049295259,LOCALLY_SOLVED
53,170,model1,-1,0.6014934,22.34387638724561,42.384658905176664,0.030041897777710342,LOCALLY_SOLVED
54,170,model1,-1,0.2619473,63614.925349841826,78029.36382930381,1.7248118660807987,LOCALLY_SOLVED
55,170,model1,-1,0.5708491,75.71478215848603,922.8576585802253,0.46492322447576273,LOCALLY_SOLVED
56,170,model1,-1,0.6957515,94.72424076737934,100.9437462574431,1.0982575269855652,LOCALLY_SOLVED
57,170,model1,-1,0.2531181,2.9375137030029938e7,3.448161581777448e7,1.1090067557382128,LOCALLY_SOLVED
58,170,model1,-1,0.1858653,36169.24696846855,44832.76739660114,0.9627775313930513,LOCALLY_SOLVED
59,170,model1,-1,0.3122665,172.10553985275325,273.09305724079144,0.17137577046356975,LOCALLY_SOLVED
60,170,model1,-1,0.5765966,108.64019155573287,476.892237901092,1.7940743172936664,LOCALLY_SOLVED
61,170,model1,-1,0.3986355,2461.121767495051,2247.889474174115,0.7160905231312691,LOCALLY_SOLVED
62,170,model1,-1,0.7412914,208.18973675647322,360.57903685748,0.1356112260642044,LOCALLY_SOLVED
63,170,model1,-1,0.9727307,271.1629697524751,502.26002562266495,0.17224878849425238,LOCALLY_SOLVED
64,170,model1,-1,0.2898564,63614.925349841826,78029.36382930381,1.7248118660807987,LOCALLY_SOLVED
65,170,model1,-1,0.5305819,7712.9092894326295,20489.319359463443,2.03909474409606,LOCALLY_SOLVED
66,170,model1,-1,0.4115403,168524.6168915808,65067.9059754864,0.7608900687345497,LOCALLY_SOLVED
67,170,model1,-1,0.3208656,72.4174098370663,101.06221801155444,0.4176821878571341,LOCALLY_SOLVED
68,170,model1,-1,0.1854333,9.978385717849623e6,4.222660326872003e6,0.17614185186240286,LOCALLY_SOLVED
69,170,model1,-1,0.2491172,2.9375137030029938e7,3.448161581777448e7,1.1090067557382128,LOCALLY_SOLVED
70,170,model1,-1,2.2504023,1319.9145994756334,9456.767972848867,3.705409999670534,LOCALLY_SOLVED
71,170,model1,-1,0.240309,130914.38035803578,270541.8594665769,2.59246464900133,LOCALLY_SOLVED
72,170,model1,-1,1.1686826,3721.6274932475544,20074.738842012594,7.073873998056191,LOCALLY_SOLVED
73,170,model1,-1,0.2731208,63614.925349841826,78029.36382930381,1.7248118660807987,LOCALLY_SOLVED
74,170,model1,-1,8.3280462,7593.115279756806,5402.895914346627,2.772940052250087,LOCALLY_SOLVED
75,170,model1,-1,0.4522573,9.313435162068222e6,2.182476500535703e6,3.2322364703053585,LOCALLY_SOLVED
76,170,model1,-1,0.7521674,837.3910184917062,3998.0553565626215,1.241667273995807,LOCALLY_SOLVED
77,170,model1,-1,0.9032586,16.535246522602858,53.44820925857204,0.022602101416436482,LOCALLY_SOLVED
78,170,model1,-1,0.7955332,363.6229656182157,1598.8153651027046,0.9942638699378491,LOCALLY_SOLVED
79,170,model1,-1,0.5782188,21.56695347737289,29.548041907310193,0.03423898716823142,LOCALLY_SOLVED
80,170,model1,-1,0.84649,838.0226165449104,1299.0216270540989,0.36755184736030305,LOCALLY_SOLVED
81,170,model1,-1,0.7284178,4.541078500788856,88.64655063568304,0.23582717991201846,LOCALLY_SOLVED
82,170,model1,-1,0.6886516,6.829560298056194,134.71060496812603,0.052198434030562846,LOCALLY_SOLVED
83,170,model1,-1,0.7416756,170.65874453062276,379.24140111794594,0.3389577939877465,LOCALLY_SOLVED
84,170,model1,-1,0.862087,838.0226165449104,1299.0216270540989,0.36755184736030305,LOCALLY_SOLVED
85,170,model1,-1,3.3497722,1852.6602880484334,969.4490197948737,0.42802028071852427,LOCALLY_SOLVED
86,170,model1,-1,0.979751,51.322863101896864,142.8040751955491,0.105408210209225,LOCALLY_SOLVED
87,170,model1,-1,0.1794163,587253.9227667506,971653.4499672959,2.4088179273459187,LOCALLY_SOLVED
88,170,model1,-1,0.1955691,9.978385717849623e6,4.222660326872003e6,0.17614185186240286,LOCALLY_SOLVED
89,170,model1,-1,0.8804307,1016.5811320079416,975.8499548672805,0.7060557851616186,LOCALLY_SOLVED
90,170,model1,-1,0.9005261,16.535246522602858,53.44820925857204,0.022602101416436482,LOCALLY_SOLVED
91,170,model1,-1,3.1197151,1852.6602880484334,969.4490197948737,0.42802028071852427,LOCALLY_SOLVED
92,170,model1,-1,1.5233914,3376.576660397418,912.3054251680634,1.0232827317282305,LOCALLY_SOLVED
93,170,model1,-1,0.902758,51.322863101896864,142.8040751955491,0.105408210209225,LOCALLY_SOLVED
94,170,model1,-1,0.7610679,837.3910184917062,3998.0553565626215,1.241667273995807,LOCALLY_SOLVED
95,170,model1,-1,0.3240161,72.4174098370663,101.06221801155444,0.4176821878571341,LOCALLY_SOLVED
96,170,model1,-1,0.5530987,75.71478215848603,922.8576585802253,0.46492322447576273,LOCALLY_SOLVED
97,170,model1,-1,0.7256515,4.541078500788856,88.64655063568304,0.23582717991201846,LOCALLY_SOLVED
98,170,model1,-1,0.5671889,75.71478215848603,922.8576585802253,0.46492322447576273,LOCALLY_SOLVED
99,170,model1,-1,0.4222759,394.22983075197925,532.5106716644256,0.31968239991866726,LOCALLY_SOLVED
100,170,model1,-1,0.5369073,433226.58632687025,734263.0600701815,1.6231405982566958,LOCALLY_SOLVED
