model;metric;mean;std;median
model1;t create;-1,0;0,0;-1,0
model1;t optim;1,8143222749999999;4,639161786727573;0,67167435
model1;rmse train;1,1878087124988027e6;4,5932118131986605e6;378,92639818509747
model1;rmse test;2,6912859121957896e6;1,714390425475406e7;922,8576585802253
model1;mase test;1,0386645638542733;1,2739645395746135;0,6297132391367911
