model;metric;mean;std;median
model2;t create;-1,0;0,0;-1,0
model2;t optim;1,7200686859999998;5,479823878065863;0,6765108
model2;rmse train;2,0211863733914634e6;1,1442663733605264e7;379,28476208977565
model2;rmse test;2,7257464303653073e6;1,7348046426059775e7;922,3482317273791
model2;mase test;1,1055848027610597;1,3838490493267441;0,6851156295561404
