model;metric;mean;std;median
model2;t create;-1,0;0,0;-1,0
model2;t optim;0,353651417;0,19129912463002371;0,39809335
model2;rmse train;2,0267089088030744e6;1,1453419563154334e7;891,3829470180414
model2;rmse test;2,6235699909703266e6;1,72231606650224e7;1918,9451812105501
model2;mase test;1,4230106923355053;1,760037470280388;0,8840540260247289
