model;metric;mean;std;median
model2;t create;-1,0;0,0;-1,0
model2;t optim;1,9670549739999998;10,111360303459332;0,8004226
model2;rmse train;1,0960822942832848e6;1,0636594715660168e7;65,73328547148549
model2;rmse test;2,2839796147709046e6;1,751067257154732e7;580,9644725561964
model2;mase test;3,371584282396394;9,99127692536669;0,2860257060681278
