model;metric;mean;std;median
package;t create;-1,0;0,0;-1,0
package;t optim;3,540771472999999;8,86884739632533;0,7810257
package;rmse train;951457,2752783068;4,367132825623308e6;689,3818096646868
package;rmse test;2,695846401916295e6;1,7343235277302846e7;922,4244618778638
package;mase test;1,0710878873334528;1,3335257642041332;0,6504654027611593
