model;metric;mean;std;median
model2_sm;t create;-1,0;0,0;-1,0
model2_sm;t optim;1,2248776689999998;2,383200289986512;0,4729434
model2_sm;rmse train;2,0263719664568165e6;1,1453474347634472e7;890,9968475447118
model2_sm;rmse test;2,6223964894613707e6;1,722334897157993e7;1938,2996478695688
model2_sm;mase test;1,4069152268200995;1,7590809775510905;0,8697240894916916
