model;metric;mean;std;median
package;t create;-1,0;0,0;-1,0
package;t optim;1,9559289809999998;4,240125642197609;0,71750615
package;rmse train;981526,3799300365;4,371603153270698e6;600,7132828753831
package;rmse test;2,7100801034897775e6;1,734495842486243e7;922,4794319160013
package;mase test;1,0834176018878217;1,349616839262105;0,5508208989543765
